10,"Stansted","London","United Kingdom",“ABZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ACA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ACB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ACC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ACD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ACE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ACF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ACG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ACH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ACI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ACJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ACK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ACM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ACN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ACO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ACP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ACQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ACR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ACS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ACT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ACU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ACV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ACW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ACX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ACY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ACZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ADA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ADB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ADC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ADD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ADE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ADF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ADG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ADH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ADI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ADJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ADK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ADM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ADN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ADO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ADP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ADQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ADR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ADS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ADT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ADU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ADV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ADW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ADX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ADY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ADZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AEA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AEB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AEC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AED“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AEE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AEF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AEG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AEH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AEI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AEJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AEK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AEM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AEN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AEO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AEP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AEQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AER“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AES“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AET“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AEU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AEV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AEW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AEX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AEY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AEZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AFA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AFB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AFC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AFD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AFE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AFF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AFG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AFH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AFI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AFJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AFK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AFM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AFN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AFO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AFP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AFQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AFR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AFS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AFT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AFU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AFV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AFW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AFX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AFY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AFZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AGA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AGB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AGC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AGD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AGE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AGF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AGG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AGH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AGI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AGJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AGK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AGM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AGN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AGO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AGP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AGQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AGR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AGS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AGT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AGU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AGV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AGW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AGX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AGY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AGZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AHA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AHB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AHC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AHD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AHE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AHF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AHG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AHH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AHI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AHJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AHK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AHM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AHN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AHO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AHP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AHQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AHR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AHS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AHT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AHU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AHV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AHW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AHX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AHY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AHZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AIA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AIB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AIC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AID“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AIE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AIF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AIG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AIH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AII“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AIJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AIK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AIM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AIN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AIO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AIP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AIQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AIR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AIS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AIT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AIU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AIV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AIW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AIX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AIY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AIZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AJA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AJB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AJC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AJD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AJE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AJF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AJG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AJH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AJI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AJJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AJK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AJM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AJN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AJO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AJP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AJQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AJR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AJS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AJT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AJU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AJV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AJW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AJX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AJY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AJZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AKA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AKB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AKC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AKD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AKE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AKF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AKG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AKH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AKI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AKJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AKK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AKM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AKN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AKO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AKP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AKQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AKR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AKS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AKT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AKU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AKV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AKW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AKX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AKY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AKZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ALA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ALB“,"EGGW",51.874722,-0.368333,526,0,"E"
